"file_id","dataset_id","mip_era","activity_drs","institution_id","source_id","experiment_id","member_id","table_id","frequency","grid_label","version","nominal_resolution","variable_id","variable_long_name","variable_units","datetime_start","datetime_end","file_size","data_node","file_url","dataset_pid","tracking_id"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmin.gn.v20190710.tasmin_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_20000101-20041231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmin.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmin","Daily Minimum Near-Surface Air Temperature","K",2000-01-01,2004-12-31,222339653,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmin/gn/v20190710/tasmin_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_20000101-20041231.nc","hdl:21.14100/6d5258ed-b0a7-3388-a1c0-0db468b7be6f","hdl:21.14100/8eecbce9-28b4-4518-a856-c9ccad09abb0"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmin.gn.v20190710.tasmin_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_20050101-20091231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmin.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmin","Daily Minimum Near-Surface Air Temperature","K",2005-01-01,2009-12-31,222041123,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmin/gn/v20190710/tasmin_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_20050101-20091231.nc","hdl:21.14100/6d5258ed-b0a7-3388-a1c0-0db468b7be6f","hdl:21.14100/69c150a1-de9d-4418-9708-2d58f3f6d7c5"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmin.gn.v20190710.tasmin_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_20100101-20141231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tasmin.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tasmin","Daily Minimum Near-Surface Air Temperature","K",2010-01-01,2014-12-31,221971412,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tasmin/gn/v20190710/tasmin_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_20100101-20141231.nc","hdl:21.14100/6d5258ed-b0a7-3388-a1c0-0db468b7be6f","hdl:21.14100/c3112b26-2f16-47e8-bef0-4579130fde06"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18500101-18541231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1850-01-01,1854-12-31,219631483,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18500101-18541231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/8317ddb8-56a2-4837-a7fe-3033bb2d339f"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18550101-18591231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1855-01-01,1859-12-31,219771088,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18550101-18591231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/2ee277a2-342e-4a52-8c47-4e16a053ff80"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18600101-18641231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1860-01-01,1864-12-31,219863900,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18600101-18641231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/70049558-4106-4758-9cc3-43fadd0ef26a"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18650101-18691231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1865-01-01,1869-12-31,219599420,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18650101-18691231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/42458f2f-e126-44a7-a5c5-ba97d2902162"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18700101-18741231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1870-01-01,1874-12-31,219648269,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18700101-18741231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/4a965120-6eab-416f-9eb9-f187a844efd7"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18750101-18791231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1875-01-01,1879-12-31,219715160,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18750101-18791231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/a36a21cf-e741-4e62-91da-06cf5e08ef5a"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18800101-18841231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1880-01-01,1884-12-31,219842221,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18800101-18841231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/99696ad0-2fed-441c-9482-3b708a0f59fb"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18850101-18891231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1885-01-01,1889-12-31,219760979,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18850101-18891231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/1fcfc505-f34c-4267-abb6-99998d4de0d0"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18900101-18941231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1890-01-01,1894-12-31,219684266,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18900101-18941231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/ee619130-989f-4f8a-8b07-57aed3578e89"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18950101-18991231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1895-01-01,1899-12-31,219745291,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_18950101-18991231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/115be331-f9ff-4003-b51e-bb21d7dd2747"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19000101-19041231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1900-01-01,1904-12-31,219710169,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19000101-19041231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/dab8f015-e2b9-4d6f-9713-32ac7812c32b"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19050101-19091231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1905-01-01,1909-12-31,219830865,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19050101-19091231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/9b305267-bd2f-48f4-8148-bd7eabb88319"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19100101-19141231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1910-01-01,1914-12-31,219724198,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19100101-19141231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/27a22f0a-134b-416f-bc56-4df08ae62d49"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19150101-19191231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1915-01-01,1919-12-31,219560573,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19150101-19191231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/e52d3c0a-48b3-4506-9885-99504f4306ca"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19200101-19241231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1920-01-01,1924-12-31,219791023,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19200101-19241231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/e6348d81-2fbd-425d-b562-411c570c1a93"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19250101-19291231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1925-01-01,1929-12-31,219627572,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19250101-19291231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/a4360c89-6e3f-4893-bec2-a592b1c0a1d3"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19300101-19341231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1930-01-01,1934-12-31,219595865,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19300101-19341231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/62185cf5-1d59-4673-9e92-156ce500d005"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19350101-19391231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1935-01-01,1939-12-31,219473791,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19350101-19391231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/7d833e1a-5db1-4c71-9706-b7121b6f8e49"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19400101-19441231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1940-01-01,1944-12-31,219686826,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19400101-19441231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/2bd5a265-556b-4df4-a7b9-625374c17619"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19450101-19491231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1945-01-01,1949-12-31,219515458,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19450101-19491231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/17e6d10d-78fc-4534-b0d1-0c2f1983d4d5"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19500101-19541231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1950-01-01,1954-12-31,219624198,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19500101-19541231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/7b86be2d-d04c-4074-84cf-d55c27378262"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19550101-19591231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1955-01-01,1959-12-31,219709228,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19550101-19591231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/bdd3b0e1-7c07-4df3-bc28-863995a8d1f0"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19600101-19641231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1960-01-01,1964-12-31,219640526,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19600101-19641231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/4b9503f6-f9ba-4525-91f0-b3df216290bb"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19650101-19691231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1965-01-01,1969-12-31,219650833,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19650101-19691231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/cff36aa8-75fd-46bd-8fe4-96a936d22746"
"CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710.tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19700101-19741231.nc|esgf3.dkrz.de","CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical.r1i1p1f1.day.tas.gn.v20190710|esgf3.dkrz.de","CMIP6","CMIP","MPI-M","MPI-ESM1-2-HR","historical","r1i1p1f1","day","day","gn","20190710","100 km","tas","Near-Surface Air Temperature","K",1970-01-01,1974-12-31,219517293,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/day/tas/gn/v20190710/tas_day_MPI-ESM1-2-HR_historical_r1i1p1f1_gn_19700101-19741231.nc","hdl:21.14100/118f260e-bc28-3f76-abcb-b892013c6d48","hdl:21.14100/d65cc673-a6f7-42d1-adee-7e574e26d412"
